"blue","dual_sim","four_g","three_g","touch_screen","wi_fi","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","price_range"
0,0,1,1,1,0,0.303941215764863,0,0.0526315789473684,0.629032258064516,1,0.525,0.857142857142857,0.3,0.260714285714286,0.383845126835781,0.809727418492785,0.857142857142857,0.444444444444444,0.555555555555556,3
0,1,1,1,1,1,0.635938543754175,0.44,0.631578947368421,0.806451612903226,0.222222222222222,0.133333333333333,0.142857142857143,0.9,0.0954081632653061,0.541388518024032,0.56574024585783,0.357142857142857,0.0555555555555556,0.444444444444444,2
0,0,0,1,0,1,0.233800935203741,0,0.157894736842105,0.306451612903226,0.333333333333333,1,0.571428571428571,0.35,0.597448979591837,0.509345794392523,0.0593265633351149,0.5,0.388888888888889,0.444444444444444,0
1,1,0,0,0,1,0.720106880427522,0,0,0.0483870967741935,0.111111111111111,0.0666666666666667,0.857142857142857,0.45,0.692857142857143,0.827102803738318,0.875467664350615,0.857142857142857,0.611111111111111,0.555555555555556,3
1,0,0,1,1,1,0.712758851035404,0,0.842105263157895,0.5,1,0.583333333333333,1,1,0.210714285714286,0.102803738317757,0.0673436664885088,0,0.0555555555555556,0.222222222222222,0
1,0,1,1,1,1,0.546426185704743,0.16,0.157894736842105,0.629032258064516,0.888888888888889,0.225,0,0.9,0.0433673469387755,0.43524699599466,0.52672367717798,0.928571428571429,0.277777777777778,0.0555555555555556,1
1,1,1,1,1,0,0.540414161656647,0.68,0,0.790322580645161,0.555555555555556,0.166666666666667,0.428571428571429,0,0.0908163265306123,0.947263017356475,0.959112773917691,0.142857142857143,0,0.555555555555556,3
1,0,0,1,0,0,0.0955243820975284,0.88,0,0.32258064516129,0.666666666666667,0.641666666666667,1,0.15,0.158673469387755,0.2543391188251,0.268840192410476,0.5,0.0555555555555556,0.722222222222222,0
0,1,0,1,0,0,0.149632598530394,0.32,0.842105263157895,0.935483870967742,0.333333333333333,0.666666666666667,1,0.85,0.578571428571429,0.5,0.285943345804383,0.357142857142857,0.222222222222222,0.722222222222222,1
1,1,0,1,0,1,0.0587842351369405,0.72,0.0526315789473684,0.951612903225806,0.555555555555556,0.666666666666667,0.428571428571429,0.5,0.218877551020408,0.210280373831776,0.496258685195083,0.571428571428571,0.388888888888889,0,1
1,1,1,1,1,0,0.817635270541082,0.44,0.315789473684211,0.0645161290322581,0.444444444444444,0.325,0.142857142857143,0.9,0.310714285714286,0.53871829105474,0.847942276857296,0.0714285714285714,0.277777777777778,0.111111111111111,3
0,1,1,1,0,1,0.193052772211089,0.6,0.842105263157895,0.145161290322581,0.222222222222222,0.0583333333333333,0.714285714285714,0.85,0.177040816326531,0.153538050734312,0.778460716194548,0.0714285714285714,0.0555555555555556,0,2
0,1,0,1,1,0,0.0394121576486306,0,0.789473684210526,0.774193548387097,0.222222222222222,0.658333333333333,0.142857142857143,1,0.738775510204082,0.742990654205608,0.506146445750935,0.928571428571429,0.666666666666667,0.5,2
0,0,0,1,0,1,0.565130260521042,0.96,0.263157894736842,0.67741935483871,0.555555555555556,0.433333333333333,0,0.7,0.221428571428571,0.311748998664887,0.595403527525387,0.928571428571429,0.111111111111111,0.5,2
1,0,1,1,1,0,0.764863059452238,0.72,0.421052631578947,0.629032258064516,0.111111111111111,0.875,0.142857142857143,0.5,0.880102040816326,0.955941255006676,0.823890967397114,0.928571428571429,0.555555555555556,0.944444444444444,3
1,1,1,1,1,0,0.502338009352037,0,0.263157894736842,0.0483870967741935,0.111111111111111,0.6,0.142857142857143,0.95,0.349489795918367,0.142857142857143,0.433458043826831,0.714285714285714,0,0.111111111111111,1
0,0,1,1,1,0,0.771543086172345,0.2,0.263157894736842,0.516129032258065,0,0.716666666666667,0.285714285714286,0.35,0.448979591836735,0.638184245660881,0.366916087653661,0.714285714285714,0.666666666666667,0.666666666666667,1
1,0,1,1,1,0,0.463593854375418,0.92,0.0526315789473684,0.290322580645161,0.777777777777778,0.25,0.142857142857143,0.7,0.806122448979592,0.769025367156208,0.0662747194013896,0.285714285714286,0.166666666666667,0.555555555555556,0
0,0,0,0,1,1,0.676686706746827,0.96,0,0.403225806451613,0.111111111111111,0.316666666666667,0.285714285714286,0.05,0.0948979591836735,0.874499332443258,0.239444147514698,0.214285714285714,0.166666666666667,1,1
1,1,0,1,0,0,0.816299265197061,0.24,0.0526315789473684,0.645161290322581,1,0.7,1,0.7,0.103061224489796,0.861815754339119,0.890165686798503,0.357142857142857,0.277777777777778,0.0555555555555556,3
1,1,1,1,0,1,0.369405477621911,0.52,0.157894736842105,0.612903225806452,0.777777777777778,0.966666666666667,0.857142857142857,0.5,0.0137755102040816,0.182910547396529,0.545163014430786,0.785714285714286,0.666666666666667,0.555555555555556,1
1,1,1,1,0,1,0.051436205744823,0.84,0.105263157894737,0.887096774193548,0.111111111111111,0.683333333333333,1,0.4,0.522959183673469,0.62283044058745,0.270978086584714,0.714285714285714,0.166666666666667,0.166666666666667,0
0,1,0,0,0,0,0.0634602538410154,0.64,0.473684210526316,1,0.777777777777778,0.258333333333333,1,0.75,0.451530612244898,0.903871829105474,0.796900053447354,0.785714285714286,0.722222222222222,0.444444444444444,3
1,1,1,1,0,1,0.69873079492318,1,0.105263157894737,0.193548387096774,0.666666666666667,0.983333333333333,0.285714285714286,0.95,0.531632653061225,0.889185580774366,0.481827899518974,0,0,0.722222222222222,2
0,1,0,0,1,0,0.841015364061456,0.36,0.263157894736842,0.983870967741935,0.777777777777778,0.391666666666667,1,0.95,0.705102040816327,0.589452603471295,0.480224478888295,1,0.666666666666667,0.777777777777778,2
1,1,1,1,1,0,0.770207080828323,0.4,0,0.661290322580645,0.222222222222222,0.241666666666667,0.142857142857143,0,0.278571428571429,0.0861148197596796,0.7632282202031,0.5,0.277777777777778,0.444444444444444,3
0,1,1,1,0,1,0.638610554442218,0.56,0.0526315789473684,0.225806451612903,0.222222222222222,0.183333333333333,0.285714285714286,0.5,0.516836734693878,0.525367156208278,0.31640833778728,0.857142857142857,0.444444444444444,0.555555555555556,1
1,1,0,0,1,0,0.382097528390114,0,0,0.790322580645161,0.444444444444444,0.541666666666667,0.857142857142857,0,0.352040816326531,0.202937249666222,0.708711918760021,0.0714285714285714,0,0.888888888888889,2
1,1,0,1,1,1,0.215096860387442,0.88,0.684210526315789,0.935483870967742,0.444444444444444,0.566666666666667,1,0.95,0.419387755102041,0.63351134846462,0.173436664885088,0.642857142857143,0.611111111111111,0.833333333333333,0
0,1,1,1,0,1,0.324649298597194,0.32,0,0.951612903225806,0.333333333333333,0.225,0.285714285714286,0.45,0.296428571428571,0.213618157543391,0.990646712987707,0.285714285714286,0.222222222222222,1,3
0,0,0,0,0,0,0.839011356045424,0,0.421052631578947,0.758064516129032,0.444444444444444,0.833333333333333,0.714285714285714,0.7,0.135204081632653,0.14218958611482,0.481026189203634,0.142857142857143,0.277777777777778,0.111111111111111,1
0,1,1,1,1,1,0.375417501670007,0.36,0.105263157894737,0.741935483870968,1,0.4,0.571428571428571,0.2,0.0647959183673469,0.122162883845127,0.709246392303581,0.714285714285714,0.722222222222222,0.388888888888889,2
0,0,0,1,1,0,0.656646626586506,1,0.157894736842105,0.161290322580645,0.555555555555556,0.45,0.285714285714286,0.25,0.46734693877551,0.313084112149533,0.320951362907536,0.642857142857143,0.222222222222222,1,1
1,0,1,1,1,1,0.199064796259185,0.72,0.0526315789473684,0.983870967741935,0.777777777777778,0.533333333333333,1,0.3,0.184183673469388,0.317089452603471,0.0467664350614645,0.714285714285714,0.333333333333333,0.222222222222222,0
1,1,1,1,1,0,0.437541750167001,0.28,0,0.774193548387097,0.777777777777778,0.658333333333333,0.142857142857143,0,0.164285714285714,0.0313751668891856,0.0571886691608765,0.142857142857143,0,0.722222222222222,0
0,0,1,1,1,1,0.814295257181029,0.6,0.789473684210526,0.854838709677419,0.444444444444444,0.733333333333333,0.142857142857143,0.9,0.384183673469388,0.569425901201602,0.505611972207376,0.642857142857143,0.111111111111111,0.166666666666667,2
0,1,1,1,0,0,0.134268537074148,0.84,0.105263157894737,0.112903225806452,0.666666666666667,0.508333333333333,0.285714285714286,0.15,0.257142857142857,0.714285714285714,0.721272047033672,0.357142857142857,0.222222222222222,0.944444444444444,2
0,1,1,1,1,0,0.0768203072812291,0.56,0.684210526315789,0.67741935483871,0.777777777777778,0.00833333333333333,0.285714285714286,0.85,0.332142857142857,0.746328437917223,0.831106360235168,0.928571428571429,0.444444444444444,0.611111111111111,3
1,0,1,1,1,0,0.57247828991316,0,0.578947368421053,0.548387096774194,0.222222222222222,0.625,0.428571428571429,0.7,0.798469387755102,0.906542056074766,0.751469802244789,0.285714285714286,0.222222222222222,0.111111111111111,3
0,0,0,0,0,0,0.911823647294589,0.36,0,0.451612903225806,0.444444444444444,0.85,0.285714285714286,0,0.0551020408163265,0.855140186915888,0.956173169428113,0.785714285714286,0.611111111111111,0.333333333333333,3
0,1,0,1,0,1,0.49498997995992,0.24,0,0.129032258064516,0.555555555555556,0.708333333333333,0.142857142857143,0.05,0.234183673469388,0.483978638184246,0.212185996793159,0.428571428571429,0.0555555555555556,0.111111111111111,0
0,1,1,1,1,0,0.444221776887108,0.4,0,0.661290322580645,0.777777777777778,0,0.428571428571429,0.05,0.104591836734694,0.068758344459279,0.998663816141101,0.142857142857143,0.0555555555555556,0.277777777777778,3
1,1,1,1,1,1,0.632598530394122,0,0.315789473684211,0.693548387096774,0.777777777777778,0.483333333333333,0.857142857142857,0.55,0.290816326530612,0.817089452603471,0.834313201496526,0.571428571428571,0.611111111111111,0,3
1,0,1,1,0,1,0.605210420841683,0.76,0.0526315789473684,0.32258064516129,0.666666666666667,0.2,0.428571428571429,0.2,0.597959183673469,0.478638184245661,0.517370390165687,0.285714285714286,0.388888888888889,0.611111111111111,2
0,0,1,1,0,0,0.0694722778891116,0.2,0.421052631578947,0.112903225806452,0,0.516666666666667,0.285714285714286,0.8,0.0816326530612245,0.351134846461949,0.0363442009620524,0.714285714285714,0.333333333333333,0.111111111111111,0
0,0,0,1,1,1,0.35871743486974,0.28,0.157894736842105,0.661290322580645,0.666666666666667,0.508333333333333,0,0.25,0.00204081632653061,0.0921228304405874,0.922768572955639,0.428571428571429,0,0.555555555555556,3
1,1,0,0,1,0,0.197728790915164,0.96,0.210526315789474,0.580645161290323,0.444444444444444,0.0833333333333333,0.428571428571429,0.3,0.389285714285714,0.609479305740988,0.0892570817744522,0.285714285714286,0.111111111111111,0.222222222222222,0
0,1,1,1,0,1,0.212424849699399,0.04,0.421052631578947,0.645161290322581,0.888888888888889,0.9,0.714285714285714,1,0.172959183673469,0.495327102803738,0.416354890432924,0,0.222222222222222,0.611111111111111,1
0,0,1,1,1,0,0.409485637942552,0.92,0.210526315789474,0.112903225806452,0.333333333333333,0.975,0.285714285714286,0.75,0.530612244897959,0.381174899866489,0.173971138428648,0.357142857142857,0.388888888888889,0.833333333333333,0
1,1,0,0,0,1,0.489645958583834,0.44,0.0526315789473684,0.5,0.555555555555556,0.766666666666667,0,0.15,0.0846938775510204,0.185580774365821,0.318813468733298,0.428571428571429,0.388888888888889,0.222222222222222,0
1,1,1,1,0,1,0.46626586506346,0.8,0.789473684210526,0.225806451612903,0.111111111111111,0.3,0.428571428571429,1,0.595918367346939,0.702269692923899,0.853019775521112,0.857142857142857,0.722222222222222,0.444444444444444,3
0,1,0,0,1,1,0.402137608550434,0.2,0.315789473684211,0.435483870967742,0.666666666666667,0.258333333333333,0.714285714285714,0.4,0.505102040816326,0.658210947930574,0.422501336183859,0.214285714285714,0.388888888888889,0.777777777777778,1
1,1,1,1,1,1,0.726786907147629,0.04,0,0.903225806451613,0.888888888888889,0.0416666666666667,0.857142857142857,0.35,0.162755102040816,0.471295060080107,0.857295563869588,1,0.555555555555556,0.222222222222222,3
0,1,1,1,1,0,0.332665330661323,0.96,0.578947368421053,1,0.111111111111111,0.991666666666667,0.428571428571429,0.95,0.712755102040816,0.744993324432577,0.624532335649385,0.642857142857143,0.611111111111111,0.777777777777778,2
1,1,0,0,1,1,0.674014696058784,0.16,0.105263157894737,0.693548387096774,0.888888888888889,0.833333333333333,0.571428571428571,0.15,0.361224489795918,0.835781041388518,0.862640299305184,0.285714285714286,0.333333333333333,0.5,3
0,0,0,1,0,0,0.338677354709419,0.12,0.578947368421053,0.951612903225806,1,0.283333333333333,0.285714285714286,0.75,0.549489795918367,0.415220293724967,0.468466060929984,0.357142857142857,0.166666666666667,0.5,1
1,1,1,1,1,1,0.418169672678691,0.96,0.263157894736842,0.887096774193548,0.777777777777778,0.691666666666667,0,0.65,0.473469387755102,0.366488651535381,0.478888295029396,0.428571428571429,0.277777777777778,0.833333333333333,1
1,0,0,0,0,1,0.608550434201737,0.76,0.263157894736842,0.370967741935484,0.777777777777778,0.133333333333333,1,0.85,0.263265306122449,0.930574098798398,0.155264564404062,0.714285714285714,0.5,0.111111111111111,1
1,1,0,0,1,1,0.664662658650635,0.6,0.210526315789474,0.645161290322581,0.444444444444444,0.85,0.571428571428571,0.25,0.0489795918367347,0.160881174899866,0.159807589524319,0.785714285714286,0,0.277777777777778,0
1,1,1,1,0,0,0.38877755511022,0.96,0.0526315789473684,1,0.777777777777778,0.816666666666667,0.285714285714286,0.55,0.522959183673469,0.412550066755674,0.78941742383752,0.571428571428571,0.166666666666667,0.111111111111111,3
0,1,0,1,1,1,0.111556446225785,0,0,0.0161290322580645,0,0.625,0.571428571428571,0.65,0.339795918367347,0.469292389853138,0.665419561731694,0.285714285714286,0.277777777777778,0.333333333333333,2
0,1,0,1,0,1,0.539746158984636,0.24,0,0.5,0.444444444444444,0.166666666666667,0.428571428571429,0.7,0.284183673469388,0.602136181575434,0.555318011758418,0.357142857142857,0.0555555555555556,0.5,2
0,1,1,1,1,0,0.816967267869071,0.6,0.105263157894737,0.887096774193548,0.444444444444444,0.808333333333333,0.285714285714286,0.25,0.818877551020408,0.950600801068091,0.685729556386959,1,0.166666666666667,0.777777777777778,3
1,1,1,1,1,0,0.985971943887776,0.6,0.368421052631579,0.838709677419355,1,0.758333333333333,0.857142857142857,0.9,0.625510204081633,0.495327102803738,0.458311063602352,0.928571428571429,0.388888888888889,0.666666666666667,2
0,1,1,1,1,1,0.256513026052104,0.72,0,0.209677419354839,0.333333333333333,0.191666666666667,0.857142857142857,0,0.39234693877551,0.201602136181575,0.308391234633886,0.785714285714286,0.555555555555556,0.166666666666667,0
1,0,1,1,0,1,0.25250501002004,0.8,0.578947368421053,0.193548387096774,0.666666666666667,0.025,0.714285714285714,0.75,0.205612244897959,0.403871829105474,0.0248530197755211,0.785714285714286,0.555555555555556,0,0
0,1,0,0,1,0,0.548430193720775,0.48,0.315789473684211,0.0806451612903226,0.777777777777778,0.5,0.285714285714286,0.45,0.0903061224489796,0.994659546061415,0.310529128808124,1,0.944444444444444,0.555555555555556,1
1,0,0,1,1,1,0.424849699398798,0.2,0.947368421052632,0.0806451612903226,1,0.966666666666667,0.285714285714286,0.95,0.480612244897959,0.453271028037383,0.897915553180118,0.571428571428571,0.277777777777778,0.555555555555556,3
0,0,1,1,1,0,0.570474281897128,0.72,0.526315789473684,0.338709677419355,0.111111111111111,0.433333333333333,0.571428571428571,0.8,0.332142857142857,0.261014686248331,0.166755745590593,1,0.222222222222222,0.333333333333333,0
1,0,1,1,0,0,0.777555110220441,0,0.157894736842105,0.935483870967742,0.111111111111111,0.95,0.714285714285714,0.9,0.802040816326531,0.790387182910547,0.359433458043827,0.928571428571429,0.944444444444444,0.666666666666667,2
0,0,0,0,1,0,0.104208416833667,0.8,0,0.564516129032258,0.666666666666667,0.508333333333333,0.142857142857143,0.05,0.242857142857143,0.307743658210948,0.308925708177445,0.642857142857143,0.166666666666667,0.888888888888889,0
0,0,0,1,0,0,0.0614562458249833,0,0.315789473684211,0.467741935483871,0.333333333333333,0.633333333333333,0.857142857142857,0.35,0.629081632653061,0.545393858477971,0.383752004275788,0.0714285714285714,0.111111111111111,0.277777777777778,1
1,0,1,1,0,0,0.923179692718771,0,0.157894736842105,0.129032258064516,0.222222222222222,0.55,0.714285714285714,0.65,0.426530612244898,0.827102803738318,0.626402993051844,0.785714285714286,0.444444444444444,1,3
1,0,1,1,0,1,0.822311289245157,0.24,0.210526315789474,0.161290322580645,0.777777777777778,0.325,1,0.45,0.420408163265306,0.2543391188251,0.281133083912346,0.785714285714286,0.388888888888889,0.5,1
0,0,0,1,0,0,0.0280561122244489,0,0,0.887096774193548,0.666666666666667,0.933333333333333,0.571428571428571,0.2,0.199489795918367,0.323097463284379,0.576429716729022,0.857142857142857,0.777777777777778,0.722222222222222,1
0,1,1,1,1,1,0.0347361389445558,0.76,0.0526315789473684,0.0967741935483871,0.444444444444444,0.341666666666667,0.857142857142857,0.15,0.165816326530612,0.268357810413885,0.253340459647247,0.428571428571429,0.222222222222222,0.333333333333333,0
0,1,1,1,0,1,0.221108884435538,0.08,0.105263157894737,0.596774193548387,0.666666666666667,0.191666666666667,0.428571428571429,0.15,0.0637755102040816,0.67022696929239,0.412346338856227,0,0.111111111111111,0.5,1
0,1,0,0,1,1,0.774883099532398,0.56,0.263157894736842,0.338709677419355,1,0.766666666666667,0.571428571428571,0.5,0.431632653061225,0.757009345794392,0.646712987707108,0.5,0.333333333333333,0.5,3
1,0,0,1,0,0,0.772211088844355,0.76,0.157894736842105,0.645161290322581,0,0.983333333333333,0.571428571428571,0.8,0.903061224489796,0.865153538050734,0.625601282736505,0.928571428571429,0.0555555555555556,0.666666666666667,3
1,1,0,1,1,1,0.423513694054776,0.6,0,0.709677419354839,0.222222222222222,0.025,0,0.2,0.149489795918367,0.898531375166889,0.741047568145377,1,0.944444444444444,0.388888888888889,3
1,0,0,1,1,1,0.851035404141617,0.4,0.157894736842105,0.629032258064516,0,0.691666666666667,0,0.35,0.833163265306123,0.91388518024032,0.557723142704436,1,0.722222222222222,0.666666666666667,3
0,1,1,1,1,0,0.188376753507014,0.52,0,0.661290322580645,1,0.216666666666667,0.285714285714286,0.2,0.611224489795918,0.648197596795728,0.470336718332443,0.785714285714286,0.222222222222222,0.888888888888889,1
1,0,0,0,0,0,0.0774883099532398,0.72,0,0.483870967741935,0.444444444444444,0.991666666666667,0.857142857142857,1,0.391836734693878,0.249666221628838,0.522982362373063,0.928571428571429,0.722222222222222,0.277777777777778,1
0,1,1,1,1,0,0.244488977955912,0.36,0,0.032258064516129,0.666666666666667,0.458333333333333,0.714285714285714,0.05,0.0357142857142857,0.983978638184246,0.142704436130412,0.571428571428571,0.333333333333333,0.0555555555555556,0
1,1,0,1,1,0,0.540414161656647,0.24,0.684210526315789,0.0806451612903226,1,0.95,0.571428571428571,0.7,0.0596938775510204,0.00867823765020027,0.781934794227686,0.214285714285714,0.222222222222222,0.166666666666667,2
0,0,1,1,0,1,0.870407481629927,0,0.473684210526316,0.32258064516129,0.555555555555556,0.608333333333333,0.857142857142857,0.95,0.590816326530612,0.496662216288385,0.859433458043827,0.285714285714286,0.0555555555555556,1,3
1,0,1,1,1,1,0.934535738142953,0.72,0.0526315789473684,0.258064516129032,0.111111111111111,0.075,0.857142857142857,0.45,0.538265306122449,0.775033377837116,0.698824158204169,0.5,0.0555555555555556,0.611111111111111,3
1,0,0,1,0,0,0.272545090180361,0.36,0,0.82258064516129,0.222222222222222,0.0166666666666667,1,0,0.323979591836735,0.315754339118825,0.783270978086585,0.5,0.5,0.111111111111111,2
1,0,1,1,1,0,0.389445557782231,0.84,0.157894736842105,0.612903225806452,0.888888888888889,0.225,0.285714285714286,0.55,0.164285714285714,0.180907877169559,0.451362907536077,0.714285714285714,0.222222222222222,0.444444444444444,1
0,1,0,0,1,0,0.539078156312625,0.32,0.421052631578947,0.709677419354839,0.888888888888889,0.991666666666667,0,0.6,0.14030612244898,0.326435246995995,0.0619989310529129,0,0.166666666666667,0.388888888888889,0
0,0,0,1,0,0,0.853039412157649,0,0,0.209677419354839,0.444444444444444,0.183333333333333,0.285714285714286,0,0.737244897959184,0.970627503337784,0.256012827365045,0,0,0.666666666666667,1
1,1,0,0,1,0,0.801603206412826,0.44,0.157894736842105,0.129032258064516,0.222222222222222,0.95,1,0.35,0.280612244897959,0.559412550066756,0.625868519508284,0.5,0.5,0.222222222222222,2
1,1,1,1,1,0,0.181028724114896,0.76,0.0526315789473684,0.129032258064516,0.444444444444444,0,0.428571428571429,0.1,0.633673469387755,0.809078771695594,0.797969000534474,0.928571428571429,0.611111111111111,0.111111111111111,3
1,1,0,0,1,0,0.216432865731463,0,0.368421052631579,0.806451612903226,0.888888888888889,0.416666666666667,0.285714285714286,0.5,0.304591836734694,0.242323097463284,0.876002137894174,0.357142857142857,0.222222222222222,0.222222222222222,3
0,0,1,1,1,1,0.586506346025384,0.24,0.263157894736842,0.548387096774194,0.777777777777778,1,0.142857142857143,0.35,0.274489795918367,0.584779706275033,0.847140566541956,0,0.222222222222222,0.833333333333333,3
0,0,1,1,0,0,0.444221776887108,0.6,0.157894736842105,0.370967741935484,0.777777777777778,0.983333333333333,0.571428571428571,0.2,0.0301020408163265,0.469292389853138,0.596472474612507,0.571428571428571,0.277777777777778,0.722222222222222,2
0,0,0,0,0,1,0.773547094188377,0.92,0.263157894736842,0.225806451612903,0.555555555555556,0.075,0,1,0.417857142857143,0.268357810413885,0.801443078567611,1,0.777777777777778,0.388888888888889,3
1,1,1,1,0,1,0.217100868403474,0.76,0,0.903225806451613,0.222222222222222,0.0666666666666667,0.428571428571429,0.05,0.0913265306122449,0.190921228304406,0.696686264029931,0.285714285714286,0.166666666666667,0.888888888888889,2
